Single_Dual_Sampling,Sampling,Pylon,Pylon_side,Treatment,top_bottom,left_right,sample name,taxa,jar + label weight,jar + label + sample weight,sample wet weight
Dual,End,5,5,Small light,bottom,left,pylon 5,soft worms,4.082,5.8104,1.7284
Dual,End,5,5,Small light,bottom,left,pylon 5,hard worms,15.7868,31.7307,15.9439
Dual,End,5,5,Small light,bottom,left,pylon 5,live oysters,15.9719,16.4026,0.4307
Dual,End,5,5,Small light,bottom,left,pylon 5,dead oysters,59.1865,156.5739,97.3874
Dual,End,5,5,Small light,bottom,left,pylon 5,other bivalves,16.0914,18.1813,2.0899
Dual,End,5,5,Small light,bottom,left,pylon 5,dead barnacles,15.9579,16.4432,0.4853
Dual,End,5,5,Small light,bottom,left,pylon 5,live barnacles,0,0,0
Dual,End,5,5,Small light,bottom,left,pylon 5,ascidians,0,0,0
Dual,End,5,5,Small light,bottom,left,pylon 5,algae,4.1892,5.9094,1.7202
Dual,End,5,5,Small light,bottom,left,pylon 5,sponge,4.0598,4.1068,0.047
Dual,End,5,5,Small light,bottom,left,pylon 5,bryozoans,4.0648,4.2353,0.1705
Dual,End,5,5,Small light,bottom,left,pylon 5,anemone,0,0,0
Dual,End,5,5,Small light,bottom,left,pylon 5,mobile invertebrates,4.1215,4.1247,0.0032
Dual,End,5,5,Small light,bottom,right,pylon 5,soft worms,4.1641,4.7852,0.6211
Dual,End,5,5,Small light,bottom,right,pylon 5,hard worms,15.9225,23.4259,7.5034
Dual,End,5,5,Small light,bottom,right,pylon 5,live oysters,15.8725,18.3855,2.513
Dual,End,5,5,Small light,bottom,right,pylon 5,dead oysters,59.2933,78.1437,18.8504
Dual,End,5,5,Small light,bottom,right,pylon 5,other bivalves,0,0,0
Dual,End,5,5,Small light,bottom,right,pylon 5,dead barnacles,4.1505,4.3976,0.2471
Dual,End,5,5,Small light,bottom,right,pylon 5,live barnacles,0,0,0
Dual,End,5,5,Small light,bottom,right,pylon 5,ascidians,0,0,0
Dual,End,5,5,Small light,bottom,right,pylon 5,algae,4.122,4.6509,0.5289
Dual,End,5,5,Small light,bottom,right,pylon 5,sponge,4.0732,4.6248,0.5516
Dual,End,5,5,Small light,bottom,right,pylon 5,bryozoans,4.2188,5.168,0.9492
Dual,End,5,5,Small light,bottom,right,pylon 5,anemone,0,0,0
Dual,End,5,5,Small light,bottom,right,pylon 5,mobile invertebrates,4.093,4.1226,0.0296
Single,End,5,5,Small light,top,left,Pylon 5,soft worms,4.0163,5.1022,1.0859
Single,End,5,5,Small light,top,left,Pylon 5,hard worms,15.8662,31.986,16.1198
Single,End,5,5,Small light,top,left,Pylon 5,live oysters,15.9782,25.1939,9.2157
Single,End,5,5,Small light,top,left,Pylon 5,dead oysters,15.8666,19.4335,3.5669
Single,End,5,5,Small light,top,left,Pylon 5,other bivalves,0,0,0
Single,End,5,5,Small light,top,left,Pylon 5,dead barnacles,0,0,0
Single,End,5,5,Small light,top,left,Pylon 5,live barnacles,0,0,0
Single,End,5,5,Small light,top,left,Pylon 5,ascidians,0,0,0
Single,End,5,5,Small light,top,left,Pylon 5,algae,4.1261,5.5572,1.4311
Single,End,5,5,Small light,top,left,Pylon 5,sponge,16.1213,21.5085,5.3872
Single,End,5,5,Small light,top,left,Pylon 5,bryozoans,4.1119,4.32,0.2081
Single,End,5,5,Small light,top,left,Pylon 5,anemone,0,0,0
Single,End,5,5,Small light,top,left,Pylon 5,mobile invertebrates,0,0,0
Single,End,5,5,Small light,top,right,pylon 5,soft worms,3.9703,5.9495,1.9792
Single,End,5,5,Small light,top,right,pylon 5,hard worms,15.8124,31.953,16.1406
Single,End,5,5,Small light,top,right,pylon 5,live oysters,68.7097,75.9407,7.231
Single,End,5,5,Small light,top,right,pylon 5,dead oysters,59.0104,68.5553,9.5449
Single,End,5,5,Small light,top,right,pylon 5,other bivalves,0,0,0
Single,End,5,5,Small light,top,right,pylon 5,dead barnacles,4.2608,4.5612,0.3004
Single,End,5,5,Small light,top,right,pylon 5,live barnacles,0,0,0
Single,End,5,5,Small light,top,right,pylon 5,ascidians,15.8892,25.5772,9.688
Single,End,5,5,Small light,top,right,pylon 5,algae,4.2656,6.8233,2.5577
Single,End,5,5,Small light,top,right,pylon 5,sponge,4.2098,4.7389,0.5291
Single,End,5,5,Small light,top,right,pylon 5,bryozoans,4.1443,5.9428,1.7985
Single,End,5,5,Small light,top,right,pylon 5,anemone,0,0,0
Single,End,5,5,Small light,top,right,pylon 5,mobile invertebrates,0,0,0
Dual,Start,1,6,Natural light,bottom,right,# 6,soft worms,15.7687,17.5826,1.8139
Dual,Start,1,6,Natural light,bottom,right,# 6,hard worms,15.9363,16.9563,1.02
Dual,Start,1,6,Natural light,bottom,right,# 6,live oysters,59.1538,84.8067,25.6529
Dual,Start,1,6,Natural light,bottom,right,# 6,dead oysters,15.7902,18.0536,2.2634
Dual,Start,1,6,Natural light,bottom,right,# 6,other bivalves,0,0,0
Dual,Start,1,6,Natural light,bottom,right,# 6,dead barnacles,16.0716,17.3216,1.25
Dual,Start,1,6,Natural light,bottom,right,# 6,live barnacles,15.8051,16.9661,1.161
Dual,Start,1,6,Natural light,bottom,right,# 6,ascidians,15.7683,21.9026,6.1343
Dual,Start,1,6,Natural light,bottom,right,# 6,algae,0,0,0
Dual,Start,1,6,Natural light,bottom,right,# 6,sponge,15.8485,15.9821,0.1336
Dual,Start,1,6,Natural light,bottom,right,# 6,bryozoans,15.7287,21.0524,5.3237
Dual,Start,1,6,Natural light,bottom,right,# 6,anemone,0,0,0
Dual,Start,1,6,Natural light,bottom,right,# 6,mobile invertebrates,0,0,0
Dual,Start,1,6,Natural light,top,right,# 6,soft worms,4.2227,4.5775,0.3548
Dual,Start,1,6,Natural light,top,right,# 6,hard worms,3.9926,5.6404,1.6478
Dual,Start,1,6,Natural light,top,right,# 6,live oysters,59.0842,74.7813,15.6971
Dual,Start,1,6,Natural light,top,right,# 6,dead oysters,59.0739,87.1824,28.1085
Dual,Start,1,6,Natural light,top,right,# 6,other bivalves,3.9957,4.0955,0.0998
Dual,Start,1,6,Natural light,top,right,# 6,dead barnacles,16.2599,22.9514,6.6915
Dual,Start,1,6,Natural light,top,right,# 6,live barnacles,15.9135,22.0575,6.144
Dual,Start,1,6,Natural light,top,right,# 6,ascidians,15.8297,20.6274,4.7977
Dual,Start,1,6,Natural light,top,right,# 6,algae,4.0268,4.0466,0.0198
Dual,Start,1,6,Natural light,top,right,# 6,sponge,0,0,0
Dual,Start,1,6,Natural light,top,right,# 6,bryozoans,4.0952,4.1177,0.0225
Dual,Start,1,6,Natural light,top,right,# 6,anemone,0,0,0
Dual,Start,1,6,Natural light,top,right,# 6,mobile invertebrates,4.0953,4.2064,0.1111
Dual,End,1,6,Natural light,bottom,right,pylon 6,soft worms,4.1445,8.6195,4.475
Dual,End,1,6,Natural light,bottom,right,pylon 6,hard worms,4.1044,7.667,3.5626
Dual,End,1,6,Natural light,bottom,right,pylon 6,live oysters,15.7054,20.4984,4.793
Dual,End,1,6,Natural light,bottom,right,pylon 6,dead oysters,59.1555,78.3665,19.211
Dual,End,1,6,Natural light,bottom,right,pylon 6,other bivalves,0,0,0
Dual,End,1,6,Natural light,bottom,right,pylon 6,dead barnacles,4.1573,7.1229,2.9656
Dual,End,1,6,Natural light,bottom,right,pylon 6,live barnacles,4.0578,5.8939,1.8361
Dual,End,1,6,Natural light,bottom,right,pylon 6,ascidians,15.8133,40.9066,25.0933
Dual,End,1,6,Natural light,bottom,right,pylon 6,algae,4.0272,4.1945,0.1673
Dual,End,1,6,Natural light,bottom,right,pylon 6,sponge,4.0538,7.5347,3.4809
Dual,End,1,6,Natural light,bottom,right,pylon 6,bryozoans,4.1736,4.4172,0.2436
Dual,End,1,6,Natural light,bottom,right,pylon 6,anemone,0,0,0
Dual,End,1,6,Natural light,bottom,right,pylon 6,mobile invertebrates,0,0,0
Single,End,1,6,Natural light,bottom,left,pylon 6,soft worms,15.7861,19.9675,4.1814
Single,End,1,6,Natural light,bottom,left,pylon 6,hard worms,15.7301,20.8012,5.0711
Single,End,1,6,Natural light,bottom,left,pylon 6,live oysters,58.9937,100.6514,41.6577
Single,End,1,6,Natural light,bottom,left,pylon 6,dead oysters,0,,0
Single,End,1,6,Natural light,bottom,left,pylon 6,other bivalves,0,,0
Single,End,1,6,Natural light,bottom,left,pylon 6,dead barnacles,0,,0
Single,End,1,6,Natural light,bottom,left,pylon 6,live barnacles,15.9469,17.452,1.5051
Single,End,1,6,Natural light,bottom,left,pylon 6,ascidians,4.2279,4.3074,0.0795
Single,End,1,6,Natural light,bottom,left,pylon 6,algae,,,0
Single,End,1,6,Natural light,bottom,left,pylon 6,sponge,4.3199,4.6353,0.3154
Single,End,1,6,Natural light,bottom,left,pylon 6,bryozoans,16.2243,37.8855,21.6612
Single,End,1,6,Natural light,bottom,left,pylon 6,anemone,0,,0
Single,End,1,6,Natural light,bottom,left,pylon 6,mobile invertebrates,there was 1 but 2 small,,0
Dual,End,1,6,Natural light,top,right,pylon 6,soft worms,4.2208,6.9072,2.6864
Dual,End,1,6,Natural light,top,right,pylon 6,hard worms,16.0924,20.6723,4.5799
Dual,End,1,6,Natural light,top,right,pylon 6,live oysters,58.1348,92.7927,34.6579
Dual,End,1,6,Natural light,top,right,pylon 6,dead oysters,59.802,78.1889,18.3869
Dual,End,1,6,Natural light,top,right,pylon 6,other bivalves,0,0,0
Dual,End,1,6,Natural light,top,right,pylon 6,dead barnacles,15.9041,19.5334,3.6293
Dual,End,1,6,Natural light,top,right,pylon 6,live barnacles,15.9607,24.3454,8.3847
Dual,End,1,6,Natural light,top,right,pylon 6,ascidians,0,0,0
Dual,End,1,6,Natural light,top,right,pylon 6,algae,4.0834,4.2889,0.2055
Dual,End,1,6,Natural light,top,right,pylon 6,sponge,0,0,0
Dual,End,1,6,Natural light,top,right,pylon 6,bryozoans,15.8085,25.916,10.1075
Dual,End,1,6,Natural light,top,right,pylon 6,anemone,0,,
Dual,End,1,6,Natural light,top,right,pylon 6,mobile invertebrates,4.2317,4.5719,0.3402
Single,End,1,6,Natural light,top,left,Pylon 6,soft worms,3.959,4.1267,0.1677
Single,End,1,6,Natural light,top,left,Pylon 6,hard worms,4.0394,5.6384,1.599
Single,End,1,6,Natural light,top,left,Pylon 6,live oysters,15.6459,17.2121,1.5662
Single,End,1,6,Natural light,top,left,Pylon 6,dead oysters,59.2936,137.0377,77.7441
Single,End,1,6,Natural light,top,left,Pylon 6,other bivalves,0,0,0
Single,End,1,6,Natural light,top,left,Pylon 6,dead barnacles,15.9151,26.2388,10.3237
Single,End,1,6,Natural light,top,left,Pylon 6,live barnacles,15.9188,23.5648,7.646
Single,End,1,6,Natural light,top,left,Pylon 6,ascidians,58.0961,81.2702,23.1741
Single,End,1,6,Natural light,top,left,Pylon 6,algae,4.0783,5.1209,1.0426
Single,End,1,6,Natural light,top,left,Pylon 6,sponge,4.0694,4.6057,0.5363
Single,End,1,6,Natural light,top,left,Pylon 6,bryozoans,4.1356,4.1902,0.0546
Single,End,1,6,Natural light,top,left,Pylon 6,anemone,0,0,0
Single,End,1,6,Natural light,top,left,Pylon 6,mobile invertebrates,4.033,4.3059,0.2729
Dual,Start,2,7,Natural light,bottom,left,# 7,soft worms,15.8912,17.1898,1.2986
Dual,Start,2,7,Natural light,bottom,left,# 7,hard worms,16.1474,22.6864,6.539
Dual,Start,2,7,Natural light,bottom,left,# 7,live oysters,15.706,16.9422,1.2362
Dual,Start,2,7,Natural light,bottom,left,# 7,dead oysters,15.7046,21.594,5.8894
Dual,Start,2,7,Natural light,bottom,left,# 7,other bivalves,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,dead barnacles,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,live barnacles,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,ascidians,15.9332,26.8619,10.9287
Dual,Start,2,7,Natural light,bottom,left,# 7,algae,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,sponge,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,bryozoans,15.8628,17.523,1.6602
Dual,Start,2,7,Natural light,bottom,left,# 7,anemone,0,0,0
Dual,Start,2,7,Natural light,bottom,left,# 7,mobile invertebrates,0,0,0
Dual,Start,2,7,Natural light,bottom,right,#7,soft worms,4.0167,5.9104,1.8937
Dual,Start,2,7,Natural light,bottom,right,#7,hard worms,15.8168,20.2357,4.4189
Dual,Start,2,7,Natural light,bottom,right,#7,live oysters,59.1238,79.1093,19.9855
Dual,Start,2,7,Natural light,bottom,right,#7,dead oysters,15.9222,16.9675,1.0453
Dual,Start,2,7,Natural light,bottom,right,#7,other bivalves,0,0,0
Dual,Start,2,7,Natural light,bottom,right,#7,dead barnacles,4.2121,5.1372,0.9251
Dual,Start,2,7,Natural light,bottom,right,#7,live barnacles,4.1304,4.4027,0.2723
Dual,Start,2,7,Natural light,bottom,right,#7,ascidians,15.9405,21.3901,5.4496
Dual,Start,2,7,Natural light,bottom,right,#7,algae,4.1395,4.2737,0.1342
Dual,Start,2,7,Natural light,bottom,right,#7,sponge,4.1873,5.507,1.3197
Dual,Start,2,7,Natural light,bottom,right,#7,bryozoans,3.985,4.8022,0.8172
Dual,Start,2,7,Natural light,bottom,right,#7,anemone,0,0,0
Dual,Start,2,7,Natural light,bottom,right,#7,mobile invertebrates,0,0,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,soft worms,4.1272,8.6306,4.5034
Dual,End,2,7,Natural light,bottom,right,pylon 7,hard worms,4.1539,10.7312,6.5773
Dual,End,2,7,Natural light,bottom,right,pylon 7,live oysters,15.9281,25.8343,9.9062
Dual,End,2,7,Natural light,bottom,right,pylon 7,dead oysters,15.8952,18.8882,2.993
Dual,End,2,7,Natural light,bottom,right,pylon 7,other bivalves,0,,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,dead barnacles,0,,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,live barnacles,0,,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,ascidians,15.9839,33.2542,17.2703
Dual,End,2,7,Natural light,bottom,right,pylon 7,algae,4.1817,4.2491,0.0674
Dual,End,2,7,Natural light,bottom,right,pylon 7,sponge,0,,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,bryozoans,4.1471,4.5536,0.4065
Dual,End,2,7,Natural light,bottom,right,pylon 7,anemone,0,0,0
Dual,End,2,7,Natural light,bottom,right,pylon 7,mobile invertebrates,0,0,0
Dual,End,2,7,Natural light,bottom,left,pylon 7,soft worms,15.8472,23.8033,7.9561
Dual,End,2,7,Natural light,bottom,left,pylon 7,hard worms,15.9897,32.9375,16.9478
Dual,End,2,7,Natural light,bottom,left,pylon 7,live oysters,15.8678,21.224,5.3562
Dual,End,2,7,Natural light,bottom,left,pylon 7,dead oysters,59.0123,91.9563,32.944
Dual,End,2,7,Natural light,bottom,left,pylon 7,other bivalves,0,0,0
Dual,End,2,7,Natural light,bottom,left,pylon 7,dead barnacles,4.0255,4.8635,0.838
Dual,End,2,7,Natural light,bottom,left,pylon 7,live barnacles,15.7236,20.0345,4.3109
Dual,End,2,7,Natural light,bottom,left,pylon 7,ascidians,15.9238,30.0956,14.1718
Dual,End,2,7,Natural light,bottom,left,pylon 7,algae,4.2519,6.3364,2.0845
Dual,End,2,7,Natural light,bottom,left,pylon 7,sponge,0,0,0
Dual,End,2,7,Natural light,bottom,left,pylon 7,bryozoans,4.2109,6.7989,2.588
Dual,End,2,7,Natural light,bottom,left,pylon 7,anemone,0,0,0
Dual,End,2,7,Natural light,bottom,left,pylon 7,mobile invertebrates,4.2167,4.4043,0.1876
Single,End,2,7,Natural light,top,right,pylon 7,soft worms,4.1546,7.2823,3.1277
Single,End,2,7,Natural light,top,right,pylon 7,hard worms,16.0228,19.4993,3.4765
Single,End,2,7,Natural light,top,right,pylon 7,live oysters,59.0708,118.7909,59.7201
Single,End,2,7,Natural light,top,right,pylon 7,dead oysters,59.1316,90.8674,31.7358
Single,End,2,7,Natural light,top,right,pylon 7,other bivalves,4.1322,4.412,0.2798
Single,End,2,7,Natural light,top,right,pylon 7,dead barnacles,4.2091,6.6444,2.4353
Single,End,2,7,Natural light,top,right,pylon 7,live barnacles,0,0,0
Single,End,2,7,Natural light,top,right,pylon 7,ascidians,59.1455,80.9288,21.7833
Single,End,2,7,Natural light,top,right,pylon 7,algae,4.1026,6.1171,2.0145
Single,End,2,7,Natural light,top,right,pylon 7,sponge,4.1605,5.8952,1.7347
Single,End,2,7,Natural light,top,right,pylon 7,bryozoans,4.1457,4.7022,0.5565
Single,End,2,7,Natural light,top,right,pylon 7,anemone,0,0,0
Single,End,2,7,Natural light,top,right,pylon 7,mobile invertebrates,4.1256,4.348,0.2224
Single,End,2,7,Natural light,top,left,pylon 7,soft worms,15.8565,20.7887,4.9322
Single,End,2,7,Natural light,top,left,pylon 7,hard worms,15.7438,19.5917,3.8479
Single,End,2,7,Natural light,top,left,pylon 7,live oysters,59.6534,73.4577,13.8043
Single,End,2,7,Natural light,top,left,pylon 7,dead oysters,58.7716,101.7923,43.0207
Single,End,2,7,Natural light,top,left,pylon 7,other bivalves,0,,0
Single,End,2,7,Natural light,top,left,pylon 7,dead barnacles,15.8776,17.2932,1.4156
Single,End,2,7,Natural light,top,left,pylon 7,live barnacles,15.7857,16.2884,0.5027
Single,End,2,7,Natural light,top,left,pylon 7,ascidians,15.8774,22.7069,6.8295
Single,End,2,7,Natural light,top,left,pylon 7,algae,4.1039,4.1218,0.0179
Single,End,2,7,Natural light,top,left,pylon 7,sponge,15.9203,17.2466,1.3263
Single,End,2,7,Natural light,top,left,pylon 7,bryozoans,4.2637,4.6403,0.3766
Single,End,2,7,Natural light,top,left,pylon 7,anemone,0,,0
Single,End,2,7,Natural light,top,left,pylon 7,mobile invertebrates,4.1339,4.1981,0.0642
Dual,Start,6,8,Large light,top,left,# 8,soft worms,4.0845,4.5621,0.4776
Dual,Start,6,8,Large light,top,left,# 8,hard worms,15.7605,24.0887,8.3282
Dual,Start,6,8,Large light,top,left,# 8,live oysters,15.8647,19.7297,3.865
Dual,Start,6,8,Large light,top,left,# 8,dead oysters,15.8817,16.6973,0.8156
Dual,Start,6,8,Large light,top,left,# 8,other bivalves,0,0,0
Dual,Start,6,8,Large light,top,left,# 8,dead barnacles,0,0,0
Dual,Start,6,8,Large light,top,left,# 8,live barnacles,0,0,0
Dual,Start,6,8,Large light,top,left,# 8,ascidians,59.1239,77.5252,18.4013
Dual,Start,6,8,Large light,top,left,# 8,algae,4.1105,4.1321,0.0216
Dual,Start,6,8,Large light,top,left,# 8,sponge,4.0682,4.1102,0.042
Dual,Start,6,8,Large light,top,left,# 8,bryozoans,15.9204,22.7796,6.8592
Dual,Start,6,8,Large light,top,left,# 8,anemone,0,0,0
Dual,Start,6,8,Large light,top,left,# 8,mobile invertebrates,0,0,0
Dual,Start,6,8,Large light,bottom,right,# 8,soft worms,4.0524,7.3074,3.255
Dual,Start,6,8,Large light,bottom,right,# 8,hard worms,4.094,6.1882,2.0942
Dual,Start,6,8,Large light,bottom,right,# 8,live oysters,15.8988,18.1464,2.2476
Dual,Start,6,8,Large light,bottom,right,# 8,dead oysters,16.1897,17.7378,1.5481
Dual,Start,6,8,Large light,bottom,right,# 8,other bivalves,0,0,0
Dual,Start,6,8,Large light,bottom,right,# 8,dead barnacles,0,0,0
Dual,Start,6,8,Large light,bottom,right,# 8,live barnacles,4.1127,4.2587,0.146
Dual,Start,6,8,Large light,bottom,right,# 8,ascidians,59.0965,93.1225,34.026
Dual,Start,6,8,Large light,bottom,right,# 8,algae,0,0,0
Dual,Start,6,8,Large light,bottom,right,# 8,sponge,4.042,4.8855,0.8435
Dual,Start,6,8,Large light,bottom,right,# 8,bryozoans,4.0557,7.9846,3.9289
Dual,Start,6,8,Large light,bottom,right,# 8,anemone,0,0,0
Dual,Start,6,8,Large light,bottom,right,# 8,mobile invertebrates,4.1359,4.1733,0.0374
Single,End,6,8,Large light,bottom,left,pylon 8,soft worms,15.6649,18.771,3.1061
Single,End,6,8,Large light,bottom,left,pylon 8,hard worms,59.3793,78.5389,19.1596
Single,End,6,8,Large light,bottom,left,pylon 8,live oysters,15.7303,18.2613,2.531
Single,End,6,8,Large light,bottom,left,pylon 8,dead oysters,15.9124,16.8401,0.9277
Single,End,6,8,Large light,bottom,left,pylon 8,other bivalves,4.095,4.2459,0.1509
Single,End,6,8,Large light,bottom,left,pylon 8,dead barnacles,15.8274,16.4994,0.672
Single,End,6,8,Large light,bottom,left,pylon 8,ascidians,15.855,29.7855,13.9305
Single,End,6,8,Large light,bottom,left,pylon 8,algae,15.8094,18.3614,2.552
Dual,End,6,8,Large light,top,left,pylon 8,soft worms,16.059,19.358,3.299
Dual,End,6,8,Large light,top,left,pylon 8,hard worms,16.1232,32.2944,16.1712
Dual,End,6,8,Large light,top,left,pylon 8,live oysters,15.8383,16.5131,0.6748
Dual,End,6,8,Large light,top,left,pylon 8,dead oysters,16.0496,21.8147,5.7651
Dual,End,6,8,Large light,top,left,pylon 8,other bivalves,15.9856,18.8855,2.8999
Dual,End,6,8,Large light,top,left,pylon 8,dead barnacles,4.2466,4.7743,0.5277
Dual,End,6,8,Large light,top,left,pylon 8,ascidians,15.889,25.5537,9.6647
Dual,End,6,8,Large light,top,left,pylon 8,algae,4.2589,5.8639,1.605
Dual,End,6,8,Large light,top,left,pylon 8,bryozoans,4.2664,5.2425,0.9761
Dual,End,6,8,Large light,top,left,pylon 8,anemone (add to soft worms),4.2023,4.2218,0.0195
Dual,End,6,8,Large light,bottom,right,pylon 8,soft worms,4.2858,6.6654,2.3796
Dual,End,6,8,Large light,bottom,right,pylon 8,hard worms,16.0859,26.1071,10.0212
Dual,End,6,8,Large light,bottom,right,pylon 8,live oysters,16.0633,22.2171,6.1538
Dual,End,6,8,Large light,bottom,right,pylon 8,dead oysters,16.0763,30.4449,14.3686
Dual,End,6,8,Large light,bottom,right,pylon 8,other bivalves,0,0,0
Dual,End,6,8,Large light,bottom,right,pylon 8,dead barnacles,4.1523,4.2326,0.0803
Dual,End,6,8,Large light,bottom,right,pylon 8,ascidians,15.9461,32.2256,16.2795
Dual,End,6,8,Large light,bottom,right,pylon 8,algae,4.108,5.729,1.621
Dual,End,6,8,Large light,bottom,right,pylon 8,bryozoans,4.1515,5.3632,1.2117
Dual,End,6,8,Large light,bottom,right,pylon 8,anemone,4.266,4.2923,0.0263
Single,End,6,8,Large light,top,right,pylon 8,soft worms,4.3145,5.7249,1.4104
Single,End,6,8,Large light,top,right,pylon 8,hard worms,16.2383,35.165,18.9267
Single,End,6,8,Large light,top,right,pylon 8,live oysters,16.1727,16.8335,0.6608
Single,End,6,8,Large light,top,right,pylon 8,dead oysters,59.2891,108.4326,49.1435
Single,End,6,8,Large light,top,right,pylon 8,other bivalves,15.9284,17.2702,1.3418
Single,End,6,8,Large light,top,right,pylon 8,dead barnacles,4.3375,4.4362,0.0987
Single,End,6,8,Large light,top,right,pylon 8,ascidians,15.9449,21.9213,5.9764
Single,End,6,8,Large light,top,right,pylon 8,algae,4.2911,5.6986,1.4075
Single,End,6,8,Large light,top,right,pylon 8,bryozoans,4.1866,5.9999,1.8133
Single,End,6,8,Large light,top,right,pylon 8,anemone,0,0,0
Single,End,6,8,Large light,top,right,pylon 8,mobile invertebrates,15.9371,17.2376,1.3005
